idCita,servicio,fecha,hora,duracion,precio,idCliente,estado_de_la_cita
885,Spa,2024-11-03,10:00,60,230,177,Cancelada
886,Tratamiento de sarna,2024-07-24,14:00,45,190,138,Cancelada
887,Corte de uñas,2024-10-15,13:00,15,15,186,Completada
888,Limpieza dental,2024-07-08,12:00,45,80,205,Cancelada
889,Limpieza dental,2024-09-07,16:00,45,80,108,Completada
890,Baño para perros,2024-09-22,16:00,30,30,217,Completada
891,Tratamiento de sarna,2024-08-15,10:00,45,190,142,Cancelada
892,Limpieza dental,2024-07-02,16:00,45,80,146,Cancelada
893,Spa,2024-07-27,12:00,60,230,168,Completada
894,Corte de uñas,2024-08-24,12:00,15,15,159,Cancelada
895,Corte de uñas,2024-10-01,14:00,15,15,109,Cancelada
896,Limpieza dental,2024-09-15,14:00,45,80,139,Cancelada
897,Corte de pelo,2024-11-16,13:00,60,50,173,Completada
898,Baño para perros,2024-09-08,15:00,30,30,153,Completada
899,Tratamiento de sarna,2024-08-25,11:00,45,190,165,Completada
900,Spa,2024-08-06,15:00,60,230,160,Completada
901,Limpieza dental,2024-09-05,14:00,45,80,197,Cancelada
902,Corte de uñas,2024-08-16,15:00,15,15,170,Cancelada
903,Corte de pelo,2024-09-18,14:00,60,50,142,Completada
904,Corte de uñas,2024-08-16,14:00,15,15,189,Completada
905,Corte de pelo,2024-10-16,09:00,60,50,137,Cancelada
906,Limpieza dental,2024-09-04,16:00,45,80,218,Completada
907,Limpieza dental,2024-09-23,14:00,45,80,186,Cancelada
908,Corte de uñas,2024-08-29,12:00,15,15,142,Cancelada
909,Limpieza dental,2024-08-19,13:00,45,80,101,Completada
910,Tratamiento de sarna,2024-08-28,10:00,45,190,177,Completada
911,Spa,2024-09-26,16:00,60,230,150,Completada
912,Limpieza dental,2024-07-04,15:00,45,80,120,Cancelada
913,Baño para perros,2024-08-04,16:00,30,30,189,Cancelada
914,Baño para perros,2024-07-16,12:00,30,30,125,Cancelada
915,Corte de pelo,2024-09-04,09:00,60,50,210,Completada
916,Limpieza dental,2024-09-09,11:00,45,80,137,Cancelada
917,Spa,2024-08-16,16:00,60,230,200,Completada
918,Corte de uñas,2024-10-05,12:00,15,15,162,Completada
919,Corte de pelo,2024-09-15,16:00,60,50,129,Completada
920,Corte de uñas,2024-07-25,12:00,15,15,220,Cancelada
921,Spa,2024-10-02,13:00,60,230,142,Cancelada
922,Baño para perros,2024-08-02,11:00,30,30,201,Cancelada
923,Baño para perros,2024-08-02,14:00,30,30,180,Completada
924,Limpieza dental,2024-10-04,13:00,45,80,127,Cancelada
925,Spa,2024-10-16,12:00,60,230,212,Completada
926,Corte de pelo,2024-10-07,15:00,60,50,203,Cancelada
927,Tratamiento de sarna,2024-08-13,09:00,45,190,178,Cancelada
928,Corte de pelo,2024-10-29,13:00,60,50,208,Completada
929,Baño para perros,2024-09-22,12:00,30,30,119,Cancelada
930,Corte de pelo,2024-09-18,11:00,60,50,124,Cancelada
931,Spa,2024-08-20,15:00,60,230,182,Completada
932,Limpieza dental,2024-07-13,09:00,45,80,162,Completada
933,Corte de pelo,2024-07-25,14:00,60,50,206,Completada
934,Corte de pelo,2024-10-29,14:00,60,50,130,Completada
935,Corte de uñas,2024-08-05,09:00,15,15,169,Cancelada
936,Tratamiento de sarna,2024-11-02,13:00,45,190,145,Cancelada
937,Corte de uñas,2024-07-04,10:00,15,15,149,Cancelada
938,Spa,2024-07-27,12:00,60,230,139,Completada
939,Corte de uñas,2024-08-05,12:00,15,15,147,Cancelada
940,Corte de uñas,2024-08-20,15:00,15,15,127,Cancelada
941,Corte de uñas,2024-07-17,10:00,15,15,177,Completada
942,Limpieza dental,2024-08-27,12:00,45,80,113,Completada
943,Baño para perros,2024-08-19,13:00,30,30,190,Cancelada
944,Corte de uñas,2024-10-01,11:00,15,15,197,Completada
945,Corte de uñas,2024-09-15,15:00,15,15,184,Completada
946,Limpieza dental,2024-07-28,11:00,45,80,173,Completada
947,Spa,2024-09-22,13:00,60,230,155,Completada
948,Limpieza dental,2024-07-29,11:00,45,80,101,Completada
949,Tratamiento de sarna,2024-08-23,11:00,45,190,210,Completada
950,Corte de pelo,2024-07-20,10:00,60,50,177,Completada
951,Corte de pelo,2024-10-06,10:00,60,50,118,Cancelada
952,Limpieza dental,2024-09-01,13:00,45,80,148,Completada
953,Corte de pelo,2024-08-10,11:00,60,50,208,Completada
954,Corte de pelo,2024-10-31,11:00,60,50,149,Completada
955,Corte de pelo,2024-11-11,12:00,60,50,191,Cancelada
956,Baño para perros,2024-10-27,09:00,30,30,168,Completada
957,Limpieza dental,2024-10-29,16:00,45,80,190,Completada
958,Spa,2024-11-12,10:00,60,230,205,Completada
959,Corte de pelo,2024-07-23,10:00,60,50,196,Cancelada
960,Corte de pelo,2024-07-05,09:00,60,50,120,Cancelada
961,Limpieza dental,2024-11-14,10:00,45,80,150,Cancelada
962,Tratamiento de sarna,2024-10-10,09:00,45,190,127,Completada
963,Corte de pelo,2024-07-05,09:00,60,50,113,Completada
964,Corte de pelo,2024-11-01,14:00,60,50,176,Cancelada
965,Corte de uñas,2024-07-26,16:00,15,15,102,Completada
966,Spa,2024-10-09,09:00,60,230,199,Completada
967,Corte de uñas,2024-07-17,14:00,15,15,190,Cancelada
968,Spa,2024-09-20,11:00,60,230,119,Cancelada
969,Limpieza dental,2024-07-05,15:00,45,80,192,Cancelada
970,Corte de uñas,2024-10-10,16:00,15,15,156,Completada
971,Spa,2024-07-17,13:00,60,230,150,Cancelada
972,Tratamiento de sarna,2024-10-24,12:00,45,190,101,Cancelada
973,Corte de uñas,2024-08-24,09:00,15,15,120,Cancelada
974,Corte de uñas,2024-09-17,16:00,15,15,175,Cancelada
975,Limpieza dental,2024-09-09,11:00,45,80,163,Cancelada
976,Corte de pelo,2024-09-02,14:00,60,50,145,Completada
977,Baño para perros,2024-07-21,16:00,30,30,129,Completada
978,Tratamiento de sarna,2024-07-30,09:00,45,190,204,Cancelada
979,Baño para perros,2024-09-10,13:00,30,30,103,Completada
980,Baño para perros,2024-11-03,09:00,30,30,143,Completada
981,Spa,2024-08-24,14:00,60,230,137,Completada
982,Corte de uñas,2024-07-03,15:00,15,15,101,Completada
983,Spa,2024-08-03,12:00,60,230,115,Cancelada
984,Corte de uñas,2024-07-13,16:00,15,15,139,Cancelada
985,Baño para perros,2024-07-29,15:00,30,30,167,Completada
986,Corte de uñas,2024-09-21,12:00,15,15,198,Cancelada
987,Corte de uñas,2024-07-24,12:00,15,15,177,Completada
988,Corte de uñas,2024-09-23,12:00,15,15,129,Completada
989,Corte de uñas,2024-09-01,12:00,15,15,180,Cancelada
990,Corte de pelo,2024-09-01,10:00,60,50,207,Cancelada
991,Limpieza dental,2024-08-29,14:00,45,80,207,Completada
992,Spa,2024-08-26,10:00,60,230,179,Cancelada
993,Corte de uñas,2024-11-06,09:00,15,15,176,Cancelada
994,Spa,2024-08-14,15:00,60,230,180,Completada
995,Baño para perros,2024-09-13,10:00,30,30,220,Cancelada
996,Limpieza dental,2024-11-03,15:00,45,80,139,Completada
997,Limpieza dental,2024-10-23,16:00,45,80,123,Cancelada
998,Tratamiento de sarna,2024-09-22,13:00,45,190,203,Cancelada
999,Corte de uñas,2024-07-03,15:00,15,15,176,Cancelada
1000,Corte de pelo,2024-10-04,15:00,60,50,105,Cancelada
1001,Limpieza dental,2024-09-16,14:00,45,80,186,Cancelada
1002,Spa,2024-10-19,15:00,60,230,155,Cancelada
1003,Corte de uñas,2024-10-09,11:00,15,15,206,Completada
1004,Baño para perros,2024-10-10,10:00,30,30,178,Completada
1005,Limpieza dental,2024-11-07,12:00,45,80,151,Completada
1006,Spa,2024-09-04,11:00,60,230,214,Cancelada
1007,Spa,2024-07-16,15:00,60,230,123,Cancelada
1008,Tratamiento de sarna,2024-08-09,13:00,45,190,112,Cancelada
1009,Limpieza dental,2024-10-27,10:00,45,80,107,Cancelada
1010,Corte de pelo,2024-09-25,09:00,60,50,108,Completada
